title,company,location,description,employment_type,contract_type,date_posted,job_url
AI Scrum Master,Schneider Electric,"Rueil-Malmaison, Nanterre","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801574446?utm_medium=api&utm_source=e74b959f
AI Benchmark Engineer,SiPearl,"Grenoble, Isère","Qu’ils soient seniors ou juniors, ingénieurs spécialisés en firmware embarqué, conception microélectronique, prototypage virtuel, modélisation & simulation ou développement logiciel Les membres de l’équipe SiPearl travaillent avec le meilleur des technologies microprocesseur mondiales : architecture multi-coeur, plateforme Neoverse® V1 du leader ARM, gravure 6 nm… ❓ About SiPearl… Founded in 2019 and financed by the European Union, SiPearl embodies Europe's dream of mastering the technological …",permanent,,2024-03-31,https://www.adzuna.fr/details/4630179585?utm_medium=api&utm_source=e74b959f
AI Engineer Intern,Gleamer,"10ème Arrondissement, Paris","As a member of the AI team you will work in close collaboration with full-time data scientists, doctors, data engineers and product owners to improve the deep learning algorithms powering our products. These algorithms include, but are not limited to, region detection, keypoints detection, registration and classification on both 2D and 3D medical images. During the onboarding phase, you will familiarize yourself with our current solutions and learn the medical context in which you’ll have the o…",,,2024-07-30,https://www.adzuna.fr/details/4801606732?utm_medium=api&utm_source=e74b959f
Project Director AI,Devoteam,"Levallois-Perret, Nanterre","Devoteam Group : Leader de la transformation digitale Devoteam est un groupe de conseil en technologies innovantes présent dans 25 pays. Nous accompagnons les entreprises dans leur transformation numérique, en leur apportant des solutions technologiques de pointe et une expertise métier approfondie. Au sein de Devoteam, notre entité Data Driven se spécialise dans l'Intelligence Artificielle et le Machine Learning. Notre offre AI & ML aide les entreprises à concevoir et déployer des applications…",,,2024-11-15,https://www.adzuna.fr/land/ad/4940104303?se=wCU0xjGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=8CEAF885BEF76490383A9DC2459B3224BE4D09CF
Project Director AI,Devoteam,"Bégard, Guingamp","Devoteam Group : Leader de la transformation digitale Devoteam est un groupe de conseil en technologies innovantes présent dans 25 pays. Nous accompagnons les entreprises dans leur transformation numérique, en leur apportant des solutions technologiques de pointe et une expertise métier approfondie. Devoteam Data Driven : L'excellence en IA & ML Au sein de Devoteam, notre entité Data Driven se spécialise dans l'Intelligence Artificielle et le Machine Learning. Notre offre AI & ML aide les entre…",,,2024-11-17,https://www.adzuna.fr/land/ad/4942115333?se=wCU0xjGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=347EAEE8E95E057785684690574651DFDC645924
Account Executive - AI,Mozza,"1er Arrondissement, Paris","L’IA Générative représente une opportunité majeure pour réinventer la conception de nouveaux produits tech, et de nombreux pans de l’économie vont devoir se mettre à jour. Depuis 2 ans, Mozza se positionne comme une des agences françaises les plus ambitieuses sur le sujet, en investissant dans des pépites de l’IA via Mozza Angels (Anthropic, Twin, Alinea…) et en diffusant notre expertise via notre média Mozza Bytes connecté aux meilleurs experts français (OpenAI, Mistral, Google AI, Microsoft, …",,full_time,2024-09-25,https://www.adzuna.fr/details/4875748830?utm_medium=api&utm_source=e74b959f
AI/ML ARCHITECT,Qualitest Group,France,"Qualitest Group Are you interested in working with the World’s leading AI-powered Quality Engineering Company? Ready to advance your career, team up with global thought leaders across industries and make a difference every day? Join us at Qualitest We are looking for a Data Scientist in Test who will support our clients with insights gained from analyzing their data. The ideal candidate is skilled at using large data sets to find opportunities for process optimization and using models to test t…",permanent,,2024-11-20,https://www.adzuna.fr/details/4945093835?utm_medium=api&utm_source=e74b959f
AI research intern,Labs,"Paris, Ile-de-France","Mirakl, leader et pionnier de l’économie de plateforme, propose aux entreprises une suite unique de solutions leur permettant de transformer significativement leur e-commerce afin d'accélérer de façon durable et rentable leur croissance. Depuis 2012, Mirakl accompagne les entreprises B2C et B2B avec la technologie la plus avancée, sécurisée et évolutive leur permettant de digitaliser leur activité et d'élargir leur offre via la marketplace ou le dropship, faciliter la gestion des catalogues et …",,,2024-10-31,https://www.adzuna.fr/details/4919679820?utm_medium=api&utm_source=e74b959f
Product Designer - AI,Front,"Paris, Ile-de-France","Front is the modern customer service platform that helps companies delight their customers, engage their teams, and build stronger businesses. We’ve reimagined the help desk for real-time team collaboration across every customer communication channel, then powered it up with AI and automation to resolve issues and help teams work faster. Customers get exceptional service whether they’re looking for a simple, instant answer, or personalized help on their most complex issues — and you get the ana…",,full_time,2024-10-02,https://www.adzuna.fr/details/4885590605?utm_medium=api&utm_source=e74b959f
2D AI Artist,AAA Game Art Studio,France,"MORE THAN OUTSOURCING STUDIO. WE ARE YOUR EXTERNAL PARTNERS. Our senior team has over 20 years of experience in the industry. Our studio strives to provide outstanding quality multiplied to a modern design done within the timeframe you have. AAA Game Art Studio can handle any size and style of outsourced projects all within your schedule. We provide high-quality services at a reasonable price for the gaming and digital industries. We are experienced in making bestselling games, full art-style d…",,part_time,2024-11-15,https://www.adzuna.fr/details/4940367991?utm_medium=api&utm_source=e74b959f
Project Director AI,Devoteam Data Driven France,"Levallois-Perret, Nanterre","du poste Missions principales Piloter et coordonner les projets ML/IA de bout en bout, en assurant leur alignement avec les objectifs stratégiques de l'entreprise. Missions détaillées Définir et planifier les projets ML/IA en collaboration avec les parties prenantes Gérer les ressources, les budgets et les plannings des projets Coordonner les équipes multidisciplinaires (Data Scientists, ML Engineers, métiers) Assurer la liaison entre les équipes techniques et les parties prenantes métier Suivr…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934702408?se=wCU0xjGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=4C84C868AA1B6A45BD926159D641D0ED0DA917C1
AI Lead - Paris,Capgemini,"Paris, Ile-de-France","Description de l'entreprise Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations, où vous serez soutenu et inspiré par une communauté d’experts dans le monde entier, où vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participez à la construction d’un monde plus durable et inclusif. Get The…",,,2024-11-08,https://www.adzuna.fr/details/4931918291?utm_medium=api&utm_source=e74b959f
Data Scientist AI,Black Tiger,"15ème Arrondissement, Paris","L’équipe Data Quality a pour mission de développer des applicatifs innovants et performants, mettant l’accent sur la parallélisation et la mise en place d’algorithmes efficaces, intégrant les technos serveur gRPC, appliqués à des traitements de données Big Data. En rejoignant l’équipe Data Quality en tant que Data Scientist : Tu constitues des modèles répondant aux besoins métier en utilisant des sources de données diverses. Tu manipules de grands volumes de données, y compris la recherche et l…",,full_time,2024-11-19,https://www.adzuna.fr/details/4944253865?utm_medium=api&utm_source=e74b959f
Stagiaire Développeur Python orienté Frameworks AI (H/F),Tata Consultancy Services,"Paris, Ile-de-France","Localisation: Ile-de-France Durée du stage : 6 mois Tata Consultancy Services (TCS) est une société de services informatiques et de conseil qui s'associe depuis 55 ans à de nombreuses entreprises parmi les plus importantes au monde dans leurs parcours de transformation. En tant que membre du groupe Tata, le plus grand groupe multinational de l'Inde, TCS compte plus de 614 000 consultants parmi les mieux formés au monde dans 55 pays. TCS France est au service de plus de 80 clients (marques réput…",,,2024-11-06,https://www.adzuna.fr/land/ad/4928805861?se=wCU0xjGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=442A8A3B33773151D627EF12BDE0FD6CCD8777A6
"Senior Data Scientist, AWS Generative AI Innovation Center",Groupe Talents Handicap,France,"En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise Amazon recherche actuellement des profils : Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of generative AI to solve business and operational problems and promote inno…",permanent,,2024-11-14,https://www.adzuna.fr/land/ad/4938690465?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=41AB6657CE1881715DFD3B8FC69BD5207D2DD1DA
"Senior Data Scientist, AWS Generative AI Innovation Center",Groupe Talents Handicap,France,"En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise Amazon recherche actuellement des profils : Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of generative AI to solve business and operational problems and promote inno…",permanent,,2024-11-14,https://www.adzuna.fr/land/ad/4938690608?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=1AF41827D29A738CE09C68E23CCF3B85A08F6FB1
"Applied Science Manager, AWS Generative AI Innovation Center",Groupe Talents Handicap,France,"En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise Amazon recherche actuellement des profils : Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote inno…",permanent,,2024-11-14,https://www.adzuna.fr/land/ad/4938690665?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=8638F36E6DF7FE8A6E271168C43527080AEF6005
STAGE - Ingénieur Développent logiciel/GEN AI - F/H,Thales,"Bordeaux, Gironde","QUI SOMMES-NOUS ? Construisons ensemble un avenir de confiance Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cybersécurité & Identité numérique. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'inno…",contract,,2024-11-14,https://www.adzuna.fr/land/ad/4938609899?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=9920C4D12877BEFEF9A758F6B59828A7170D9BCC
Engineering Manager - AI Applications,Ubisoft,"Saint-Mandé, Nogent-sur-Marne","Description du poste Our commitment to innovation and excellence has driven us to seek out the best talent to help us build the future. We’re building a multidisciplinary HQ AI Programs team, dedicated to supporting corporate functions and Global Publishing departments in the implementation of ambitious AI projects. Job Overview As an Engineering Manager - AI Applications, you will lead teams (either by managing them or leading their projects) of talented engineers in developing and implementin…",,,2024-11-05,https://www.adzuna.fr/details/4926442445?utm_medium=api&utm_source=e74b959f
Stage - ingénieur développent logiciel/gen ai - f/ h/f (Stage),Thales,France,"Poste : QUI SOMMES-NOUS ? Construisons ensemble un avenir de confiance Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cybersécurité & Identité numérique. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés d…",contract,,2024-11-14,https://www.adzuna.fr/land/ad/4939192543?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=BF9FAAD445E00B6904A7B57861F7967B851BAC63
"Research Engineer, AI Agents",Techire Ai,"Paris, Ile-de-France","Job Description Are you passionate about revolutionising how AI agents interact with real-world applications? You should consider joining a pioneering European AI company as Research Engineer to help develop groundbreaking autonomous AI systems. Their mission is to create agents capable of executing any task on any application or website from a simple prompt, by controlling interfaces just as humans do. The next stage of the journey is to build a world-class AI Lab. In just one year, this innov…",,full_time,2024-10-21,https://www.adzuna.fr/details/4908796743?utm_medium=api&utm_source=e74b959f
AI Scientist (Paris/London),Mistral AI,"Paris, Ile-de-France","Role summary We are a small, creative team with high scientific standards. We make compute-efficient, useful and powerful AI models with both a strong research focus and a fast-paced entrepreneurial mindset. We are hiring experts in the role of pre-training and fine-tuning large language models. Key Responsibilities Develop novel methods and research ideas to improve the performance of our models. Evaluate and improve the performance of our models on a variety of use cases (e.g reasoning, code,…",,,2024-07-30,https://www.adzuna.fr/details/4801608051?utm_medium=api&utm_source=e74b959f
Principal Product Manager (AI),PandaDoc,"Paris, Ile-de-France","PandaDoc is seeking an experienced Product Manager to lead our AI initiatives and elevate our platform’s capabilities with cutting-edge AI solutions. In this impactful role, you will define and execute the strategy for AI-driven features that simplify workflows, enhance customer experiences, and deliver measurable business value. Collaborating across teams, you will drive the development of AI products that help thousands of businesses streamline document processes. This role requires a strong …",,,2024-11-19,https://www.adzuna.fr/land/ad/4944204232?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=FBDF322B2FC3CC9FCDE21AA1C812DA5A11497C65
Maitre d'Oeuvre Hydraulique Urbaine - NG H/F,SCE,"Brest-L'Hermitage-Gouesnou, Brest","La gestion durable de l'eau au coeur de la ville est un défi quotidien qui nécessite de disposer d'infrastructures d'eau potable et d'assainissement des eaux usées et pluviales performantes et fiables. Dans cet objectif, plus de 100 collaborateurs et collaboratrices au sein de l'Activité Eau & Assainissement de SCE oeuvrent à intégrer les projets dans une approche globale et permettent une réflexion mêlant les dimensions techniques, environnementales et financières. Aujourd'hui bonne nouvelle, …",,full_time,2024-09-16,https://www.adzuna.fr/land/ad/4865178221?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=5BFD8528C2C683F8951478D5783F0DC0F78A40C9
Dessinateur Projeteur en Hydraulique Urbaine - NG H/F,SCE,"Brest-L'Hermitage-Gouesnou, Brest","La gestion durable de l'eau au coeur de la ville est un défi quotidien qui nécessite de disposer d'infrastructures d'eau potable et d'assainissement des eaux usées et pluviales performantes et fiables. Dans cet objectif, plus de 100 collaborateurs et collaboratrices au sein de l'Activité Eau & Assainissement de SCE oeuvrent à intégrer les projets dans une approche globale et permettent une réflexion mêlant les dimensions techniques, environnementales et financières. Aujourd'hui bonne nouvelle, …",,full_time,2024-08-25,https://www.adzuna.fr/land/ad/4838937446?se=2gPSxjGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=C612A188B07A6BF89413840648EA1ADD53E657A0
6G AI/ML Scientist,L05,France,"Description Nokia Standards drives technology leadership by developing and bringing innovative concepts to industry and standards organizations. We shape ecosystems to ensure an inventor-friendly industry environment favorable to Nokia’s business success, and drive Nokia’s intellectual property rights portfolio and standards leadership. As an AI/ML scientist, you will bring our AI research and innovation to the next level. You'll be a crucial part of a world-class global team, applying the late…",,full_time,2024-10-23,https://www.adzuna.fr/details/4911234842?utm_medium=api&utm_source=e74b959f
AI Industry Consulting Analyst,Schneider Electric,"Rueil-Malmaison, Nanterre","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801679943?utm_medium=api&utm_source=e74b959f
Achères - J'ai sur dans le besoin,nounou-top,"Saint-Germain-en-Laye-Nord, Saint-Germain-en-Laye","garde périscolaire, sortie d’école / J'ai sur dans le besoin / Bonjour madame monsieur j'ai besoin de un nounou tous les jeudis de 16h à 18h c'est pour récupérer des enfants après l'école",,,2024-11-15,https://www.adzuna.fr/details/4940379378?utm_medium=api&utm_source=e74b959f
AI Industry Lead Consultant,Schneider Electric,"Rueil-Malmaison, Nanterre","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801708242?utm_medium=api&utm_source=e74b959f
YouTube AI Product Manager,Green Tomato Media,France,"GreenTomatoMedia is a digital marketing company based in Chiang Mai, in Thailand Here are the main activities of GreenTomatoMedia : MOBILE APPLICATIONS with a portfolio of 50 apps downloaded 20 million times. MEDIA with a network of 1500 websites in 8 languages (1 million high-value visitors per month) in different thematics (Finance, Crypto, iGaming) & a fast-growing Youtube Channel. BOOK PUBLISHING with more than 100 books and millions of monthly page read. The Role What are the missions? To …",,full_time,2024-08-15,https://www.adzuna.fr/details/4826809109?utm_medium=api&utm_source=e74b959f
AI Application Developer (Internship),iBanFirst,"Paris, Ile-de-France","Job Description : Our Generative AI team is at the forefront of innovation, developing AI-powered applications that drive measurable impact on productivity and revenue generation.  What you will do? Contribute to creating AI-driven applications for internal departments of iBanFirst Build full-stack technical solutions utilizing the latest LLMs (Large Language Models) Conduct research and prototype ideas while working directly with different fintech business lines (Sales, Middle Office, Risk, et…",,,2024-11-08,https://www.adzuna.fr/details/4931365884?utm_medium=api&utm_source=e74b959f
Research Engineer - Brain & AI,Meta,"Paris, Ile-de-France","Summary: Meta is seeking a Research Engineer to join our Brain & AI team. This team is part of Fundamental AI Research (FAIR), a research organization focused on making significant progress in AI. Advances in AI are key to our mission, spanning some of the most pressing research challenges of our generation across such areas as artificial intelligence, machine learning, and neuroscience, with a particular focus on deep learning, generative models, perception and natural language processing. The…",,,2024-06-08,https://www.adzuna.fr/details/4728339738?utm_medium=api&utm_source=e74b959f
Stagiaire - Analytics and AI,Opensee,"17ème Arrondissement, Paris","Description A propos d’Opensee Opensee est un fournisseur de solutions d'analyse de données instantanées, illimitées et en libre-service, ouvrant la valeur du big data en permettant aux institutions financières de transformer les défis du big data en opportunités compétitives et vitales pour les utilisateurs professionnels. Fondée en 2015 par une équipe de banquiers seniors et d'experts en technologie big data, Opensee se déploie désormais dans plusieurs grandes institutions financières de prem…",,,2024-10-17,https://www.adzuna.fr/details/4905176415?utm_medium=api&utm_source=e74b959f
Senior Applied AI Engineer,Front,"Paris, Ile-de-France","Front is the modern customer service platform that helps companies delight their customers, engage their teams, and build stronger businesses. We’ve reimagined the help desk for real-time team collaboration across every customer communication channel, then powered it up with AI and automation to resolve issues and help teams work faster. Customers get exceptional service whether they’re looking for a simple, instant answer, or personalized help on their most complex issues — and you get the ana…",,full_time,2024-10-12,https://www.adzuna.fr/details/4899823759?utm_medium=api&utm_source=e74b959f
Account Executive - AI/GPU,Scaleway,"Paris, Ile-de-France","Depuis 1999, Scaleway, filiale du groupe Iliad, figure parmi les leaders du cloud computing Européen. Nous proposons à nos plus de 25 000 clients un catalogue diversifié de 80 produits dédiés à la création, au déploiement et à la mise à l'échelle d'applications de pointe. Forte d'une équipe dynamique de près de 600 collaborateur(ice)s issus de tous horizons, notre entreprise offre un environnement de travail stimulant et international où se mêlent créativité, innovation et excellence technique.…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801557682?utm_medium=api&utm_source=e74b959f
Software Engineer - AI Governance,Dataiku Misc Postings,"Paris, Ile-de-France","At Dataiku, we're not just adapting to the AI revolution, we're leading it. Since our beginning in Paris in 2013, we've been pioneering the future of AI with a platform that makes data actionable and accessible. With over 1,000 teammates across 25 countries and backed by a renowned set of investors, we're the architects of Everyday AI, enabling data experts and domain experts to work together to build AI into their daily operations, from advanced analytics to Generative AI. Why Engineering at D…",,,2024-08-30,https://www.adzuna.fr/details/4844953471?utm_medium=api&utm_source=e74b959f
Stage - Generative AI pilot,Stellantis,France,"Informations générales Entité de rattachement Nous rejoindre, c'est intégrer une entreprise d'envergure mondiale. Mû par la recherche permanente de l'innovation et de l'excellence, pionnier et leader des technologies propres et de la mobilité durable, le Groupe entend rester à la pointe des grandes tendances qui font bouger le monde. Fort de son efficience, de son agilité et de son esprit d'équipe, le Groupe fait preuve d'exigence et d'audace pour définir la mobilité de demain. Pour réussir ces…",,,2024-10-29,https://www.adzuna.fr/details/4917550013?utm_medium=api&utm_source=e74b959f
Technology Specialist - Data & AI,Microsoft Corporation,"Paris, Ile-de-France","Are you passionate about helping customers transform their businesses? Microsoft is at the forefront of this transformation; come and help organizations rethink aspects of their business in a way that sets them and their people up for success. We enable customer transformation by leading the global sales strategy, enabling technical sales, driving sales motion innovation and revenue execution for the Data & AI Commercial Solution Area. The main goal of Microsoft Technology Specialists (TS) is t…",,,2024-11-02,https://www.adzuna.fr/details/4923772289?utm_medium=api&utm_source=e74b959f
Développeur fullstack JS / AI,Antler,"10ème Arrondissement, Paris","Démarrage : ASAP Description du poste : En tant que développeur, vous travaillerez en étroite collaboration avec notre CTO et les autres cofondateurs pour améliorer et optimiser les performances de notre produit ainsi que de notre agent conversationnel.  Vos principales responsabilités comprendront : Nouvelles fonctionnalités : Concevoir et développer des nouvelles fonctionnalités de qualité en mettant en œuvre des bonnes pratiques Craftsmanship : Clean Code, TDD, pair programming… Optimisation…",,full_time,2024-11-10,https://www.adzuna.fr/details/4933539452?utm_medium=api&utm_source=e74b959f
"Mentor / Advisor en Ai, Aviation",Aizend,France,"À propos de Aizend Qui sommes-nous ? Aizend développe le projet d'innovation IA Deeptech: Le solution Deeptech photo/vidéo rotatif avec chipset IA (hardwaresoftware), fabriqué en France. Projet d'ambition avec une technologie disruptive pour révolutionner le domaine de la photonique et de la vision par ordinateur. Ce projet est DUALE (multi-domaine) permettra de résoudre le problème des impacts d'oiseaux / animaux / drones / securité dans les aéroports internationaux (aviation, agriculture, déf…",,,2024-07-30,https://www.adzuna.fr/details/4801546442?utm_medium=api&utm_source=e74b959f
HPC/AI Software Architect,Lenovo,"Bar-le-Duc, Meuse","HPC/AI Software Architect General Information Req  WD00073608 Career area: Services Country/Region: United Kingdom State: Hampshire City: Farnborough Date: Wednesday, October 23, 2024 Working time: Full-time Additional Locations : - France - Hauts-de-Seine - France - Île-de-France - Germany - Baden-Württemberg - Germany - Bavaria - Germany - North Rhine-Westphalia - Spain - Catalonia - Spain - Madrid - United Kingdom - Glasgow City - United Kingdom - Hampshire Why Work at Lenovo We are Lenovo. …",,,2024-10-30,https://www.adzuna.fr/details/4919178094?utm_medium=api&utm_source=e74b959f
HPC/AI Software Architect,Lenovo,"Hauts-de-Seine, Ile-de-France","HPC/AI Software Architect General Information Req  WD00073608 Career area: Services Country/Region: United Kingdom State: Hampshire City: Farnborough Date: Wednesday, October 23, 2024 Working time: Full-time Additional Locations : - France - Hauts-de-Seine - France - Île-de-France - Germany - Baden-Württemberg - Germany - Bavaria - Germany - North Rhine-Westphalia - Spain - Catalonia - Spain - Madrid - United Kingdom - Glasgow City - United Kingdom - Hampshire Why Work at Lenovo We are Lenovo. …",,,2024-10-30,https://www.adzuna.fr/details/4919178095?utm_medium=api&utm_source=e74b959f
Python Developer - AI Solutions,Schneider Electric,"Grenoble, Isère","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801598118?utm_medium=api&utm_source=e74b959f
Responsible AI - Ingénieur expérimenté,Accenture France,"Vallauris-Antibes-Ouest, Grasse","L’équipe mondiale Global Responsible AI d’Accenture travaille avec des organisations de premier plan pour s’assurer que l’IA est conçue, construite et déployée de manière à susciter la confiance et à respecter les lois, les réglementations et les normes éthiques. Nous opérons dans 40 secteurs et 120 pays, et nous sommes à l’avant-garde d’une transformation significative de la façon dont les entreprises opèrent et utilisent les données et l’IA. Notre mission est de veiller à ce que l’utilisation…",,full_time,2024-11-11,https://www.adzuna.fr/details/4934529893?utm_medium=api&utm_source=e74b959f
AI Research Assistant (PhD),Meta,"Paris, Ile-de-France","Summary: Meta is seeking PhD Students through 3-year fixed term contracts to join our Fundamental AI Research (FAIR) Lab in Paris. We are committed to advancing the field of artificial intelligence by making fundamental advances in scientific methods and technologies to help interact with and understand our world. We are seeking individuals passionate in areas such as foundational models, Large Language Models, deep learning, computer vision, audio and speech processing, natural language proces…",,,2024-07-30,https://www.adzuna.fr/details/4801349990?utm_medium=api&utm_source=e74b959f
Senior AI Product Manager,Saint-Gobain France,"Courbevoie, Nanterre","Saint-Gobain Distribution France (SGDBF) est à la recherche d’un Product Manager expérimenté pour renforcer son équipe Data Science dans un contexte de croissance rapide des projets AI au sein de l’organisation. Créée en 2019, l’équipe Data Science est composée de Product Managers, Data Scientists et Business Analysts, et est encadrée par un binôme Product x Data Scientist expérimentés. Avec plus d’une dizaine de projets en production, sur des problématiques variées (supply chain, pricing, offr…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934704458?se=dKCBxzGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=7330D5540E1D8726B7A102B13B215AF04B246C9B
Senior AI Product Manager,"Saint Gobain Cristaleria, SL",France,"Saint-Gobain Distribution France (SGDBF) est à la recherche d’un Product Manager expérimenté pour renforcer son équipe Data Science dans un contexte de croissance rapide des projets AI au sein de l’organisation. Créée en 2019, l’équipe Data Science est composée de Product Managers, Data Scientists et Business Analysts, et est encadrée par un binôme Product x Data Scientist expérimentés. Avec plus d’une dizaine de projets en production, sur des problématiques variées (supply chain, pricing, offr…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934710669?se=dKCBxzGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=EEBA0ECD2D12C068456990FA1CAEF7DA93604364
AI Sales Specialist - France,Red Hat,France,"AI Platform Sales Specialist (SSP) - France The OpenShift Sales Specialist (SSP) for Cloud Services is a highly technical sales support role to ensure successful GTM execution for Cloud Services across the globe. The role requires a deep understanding of the importance of delivering productive outcomes through workloads in the cloud, enabling direct sales account team peers and partners to do the same with customers. The ideal candidate will have a background leading development teams in delive…",,,2024-11-19,https://www.adzuna.fr/details/4944826413?utm_medium=api&utm_source=e74b959f
Product Owner Data & AI,Breople,"Paris, Ile-de-France","Contexte Intégré(e) à nos équipes pluridisciplinaires de Consultants PO, Data & IA, d'experts en Data Science et en secteurs spécifiques, vous accompagnerez nos clients dans des projets complexes de Data & IA pour développer des solutions innovantes. En tant que Consultant Data & IA Product Owner, vous serez responsable du cadrage, de la conception et de la réalisation de produits IA dans un cadre Agile, en utilisant vos compétences en Product Management pour répondre à des cas d’usage métier i…",permanent,full_time,2024-10-27,https://www.adzuna.fr/details/4916033805?utm_medium=api&utm_source=e74b959f
AI Developer F/H,Onepoint Sas,"Paris, Ile-de-France","Contribuez aux grandes transformations des entreprises et des acteurs publics en alliant innovation technologique et expertise métier, au service de nos clients et de la société pour les faire avancer durablement. Au-delà de la RSE, nous avons développé notre propre approche, RESET, qui englobe l’ensemble de nos engagements en matière de responsabilité économique, sociale, environnementale et technologique, tant au sein de notre collectif que chez nos clients. Onepoint, est une entreprise inclu…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801705174?utm_medium=api&utm_source=e74b959f
AI Research Scientist - Generative AI Red Teaming (London or Paris),Meta,"Paris, Ile-de-France","Summary: Meta is seeking Research Scientists to join its Generative AI (GenAI) organization, focused on making significant advances in AI. We work on the flagship Llama multimodal models and products for the company, making sure they are developed in a responsible way and with the highest standards. Red teaming and stress testing these models is a critical part of this process where the candidate will be part of. We are currently seeking talented researchers with experience in Language Research…",,,2024-09-19,https://www.adzuna.fr/details/4869658045?utm_medium=api&utm_source=e74b959f
