title,company,location,description,employment_type,contract_type,date_posted,job_url
Chargé de Développement Commercial - Stage - Paris H/F,Artefact,"1er Arrondissement, Paris","Présentation d'AI for Finance AI for Finance est une initiative rassemblant les différents acteurs du secteur banque / assurance et de l'intelligence artificielle : dirigeants et collaborateurs de grands groupes, entreprises tech, startups, fintechs, instituts de recherche, data labs, régulateurs Notre objectif ? Leur permettre de se rencontrer, de partager leurs use cases et de réfléchir ensemble pour faire avancer l'innovation en IA. AI for Finance propose notamment tout au long de l'année : …",,,2024-11-11,https://www.adzuna.fr/land/ad/4934098895?se=dKCBxzGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=6473DED1A23CA6184A5A659E99F298413B4680BB
Managing consultante / consultant Supply Chain spécialisé Data/gen AI – Paris,Capgemini Invent,"Paris, Ile-de-France","Chez Capgemini Invent, nous croyons que l’innovation est le moteur du changement. En tant que consultants en transformation digitale, nous combinons nos capacités stratégiques, créatives et scientifiques, en collaborant étroitement avec nos clients pour leur fournir des solutions de pointe. Rejoignez-nous pour conduire une transformation adaptée aux défis d'aujourd'hui et de demain. Vos missions : En rejoignant nos équipes, vous deviendrez un acteur clé de la transformation digitale de la Suppl…",,,2024-06-14,https://www.adzuna.fr/land/ad/4735776991?se=dKCBxzGn7xGAhzdUnRtGHQ&utm_medium=api&utm_source=e74b959f&v=E41AA8A049F74794CFB69D5060F501D254E0D60F
Freelance Translation Expert - AI Tutor,Mindrift,France,"About the Company Welcome to Mindrift — a space where innovation meets opportunity. We’re a pioneering platform dedicated to advancing the field of artificial intelligence through collaborative online projects. We focus on creating data for Generative AI, offering a unique chance for freelancers to contribute to AI development from anywhere, at any time - without the need to be developers. At Mindrift , we believe in the power of collective intelligence to ethically shape the future of AI. Our …",,part_time,2024-11-15,https://www.adzuna.fr/details/4939493917?utm_medium=api&utm_source=e74b959f
Strategic Project Manager - Gen AI,Homa,"Paris, Ile-de-France","Welcome to Homa, the gaming technology lab taking the industry by storm Our team of over 200 people, hailing from more than 35 different countries, is dedicated to empowering mobile game creators worldwide to bring their creative ideas to the top charts. Our Homa Lab platform offers a comprehensive suite of cutting-edge tools that allow developers to stay on top of the latest trends, test new features in real time, and easily distribute and monetize their games. Our success speaks for itself - …",,full_time,2024-05-14,https://www.adzuna.fr/details/4692893351?utm_medium=api&utm_source=e74b959f
Chef de Projets Maîtrise d'Oeuvre en Hydraulique Urbaine - NG H/F,SCE,"Brest-L'Hermitage-Gouesnou, Brest","La gestion durable de l'eau au coeur de la ville est un défi quotidien qui nécessite de disposer d'infrastructures d'eau potable et d'assainissement des eaux usées et pluviales performantes et fiables. Dans cet objectif, plus de 100 collaborateurs et collaboratrices au sein de l'Activité Eau & Assainissement de SCE oeuvrent à intégrer les projets dans une approche globale et permettent une réflexion mêlant les dimensions techniques, environnementales et financières. Aujourd'hui bonne nouvelle, …",,full_time,2024-07-11,https://www.adzuna.fr/land/ad/4774151911?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=6C2007F6DF4A5AB27B3007CC2675D31FE48F5B04
STAGE – Ingénieur IA Deep Learning – AI for environment - F/H,Thales,"Toulouse, Haute-Garonne","Lieu : Toulouse, France QUI SOMMES-NOUS ? Construisons ensemble un avenir de confiance Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cybersécurité & Identité numérique. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des…",contract,,2024-11-14,https://www.adzuna.fr/land/ad/4938602221?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=18D54BDBE3D3C07DFC99E4D7F4D358B2D964DC18
AI Solution Director - Asset Performance,C3 AI,"Paris, Ile-de-France","C3.ai, Inc. (NYSE:AI) is a leading Enterprise AI software provider for accelerating digital transformation. The proven C3 AI Platform provides comprehensive services to build enterprise-scale AI applications more efficiently and cost-effectively than alternative approaches. The C3 AI Platform supports the value chain in any industry with prebuilt, configurable, high-value AI applications for reliability, fraud detection, sensor network health, supply network optimization, energy management, ant…",,,2024-11-15,https://www.adzuna.fr/land/ad/4940104877?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=DD13416340B3A2CF7283E60BB74D6BAE5FEFDF23
AI Training for French Coders,Outlier AI,France,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced software engineer who would like to lend your coding expertise to train AI models? We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve engaging with these models as they learn to code. There is no requirement for previous …",,,2024-08-10,https://www.adzuna.fr/details/4820632692?utm_medium=api&utm_source=e74b959f
AI Scientist - Internship - Phd (Paris),Mistral AI,"Paris, Ile-de-France","About Mistral -At Mistral AI, we are a tight-knit, nimble team dedicated to bringing our cutting-edge AI technology to the world. Our mission is to make AI ubiquitous and open. -We are creative, low-ego, team-spirited, and have been passionate about AI for years. -We hire people that foster in competitive environments, because they find them more fun to work in. -We hire passionate women and men from all over the world. -Our teams are distributed between France, UK and USA Role Summary -You wil…",,,2024-09-19,https://www.adzuna.fr/details/4869164606?utm_medium=api&utm_source=e74b959f
Senior AI/ML Engineer - Remote,Optum,"Saint-Nazaire, Loire-Atlantique","Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us ad…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934698111?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=FA69BCF74C2A04DA9A838540E3ED6AC19DD16DB6
Senior Data Scientist with AI,Eleks,"Paris, Ile-de-France","ELEKS Data Science office is seeking a Senior Data Scientist with AI in Europe, the USA, and Argentina. About Client Our client is the USA national auto body repair company specializing in collision repair services. They are known for their use of certified technicians and advanced technology to restore vehicles to pre-accident condition. They operate multiple locations across the U.S. and are certified by various auto manufacturers, which can provide confidence in their repair standards. Requi…",,,2024-11-15,https://www.adzuna.fr/land/ad/4940104320?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=77103459E32837CC73356739B52A4BDA7951DF7B
Software Developer Go - AI Core,OVHcloud,"Toulouse, Haute-Garonne","Software Developer Go - AI Core M/F/X Within your OneTeam You will join the AI Core team which is responsible for developing OVHcloud's AI products and ensure their continuity of service. You will be involved in the development of our new AI Endpoints services (AI Training, AI Notebook and AI Deploy). You will Contribute to the evolution of existing product in term of features, stability and performance to build an end to end AI experience on top of OVHcloud infrastructure. Your main responsibi…",permanent,,2024-03-26,https://www.adzuna.fr/details/4624067832?utm_medium=api&utm_source=e74b959f
Generative AI Engineer (F/M),Louis Dreyfus Company B.V.,"Villeurbanne, Lyon","Professional Areas: Digital Technology & Analytics Company Overview: Louis Dreyfus Company is a leading merchant and processor of agricultural goods. Our activities span the entire value chain from farm to fork, leveraging our global reach and extensive asset network to serve customers and consumers around the world. Structured as a matrix organization of six geographical regions and eight platforms , we are active in over 100 countries and employ approximately 17,000 people globally. Job Descr…",,,2024-11-19,https://www.adzuna.fr/land/ad/4944205241?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=0C9EA2D24CEC401443EC346DF42F691DB981C765
Staff Software Engineer - Generative AI,Blue Yonder,"Paris, Ile-de-France","Overview: We are looking for an experience Staff AI Software Engineer to contribute to the design, development, and implementation of AI-driven solutions at Blue Yonder. The focus of this role is building AI agents that work alongside our customers helping them further optimize their supply chain operations. As a key player in the Blue Yonder AI Innovation Studio, you will work on cutting-edge projects that push the boundaries of Generative AI and machine learning in the supply chain and retail…",,full_time,2024-11-04,https://www.adzuna.fr/details/4925808114?utm_medium=api&utm_source=e74b959f
AI Technical Standards & Regulation Manager,Schneider Electric,"Paris, Ile-de-France","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801562476?utm_medium=api&utm_source=e74b959f
Verdun - J ai besoin d une nounou,nounou-top,"Damvillers, Verdun","garde périscolaire, sortie d’école / J ai besoin d une nounou / J ai besoin pour ma fille de 6 ans d une nounou qui vien la garder à la maison De 4h45 a 7h qui l èmener a la garderie . Du lundi au vendredi",,,2024-11-17,https://www.adzuna.fr/details/4942266304?utm_medium=api&utm_source=e74b959f
Principal Software Engineer - Generative AI,Blue Yonder,"Paris, Ile-de-France","About the role: We are looking for an experienced Principal Software Engineer to lead a team of product engineers in the design, development, and implementation of AI-driven solutions at Blue Yonder. The focus of this role is building AI agents that work alongside our customers helping them further optimize their supply chain operations. As a key player in the Blue Yonder AI Innovation Studio, you will work on cutting-edge projects that push the boundaries of Generative AI and machine learning …",,full_time,2024-11-04,https://www.adzuna.fr/details/4925784446?utm_medium=api&utm_source=e74b959f
"Senior Software Engineer, Applied AI",Front,"Paris, Ile-de-France","Front is the modern customer service platform that helps companies delight their customers, engage their teams, and build stronger businesses. We’ve reimagined the help desk for real-time team collaboration across every customer communication channel, then powered it up with AI and automation to resolve issues and help teams work faster. Customers get exceptional service whether they’re looking for a simple, instant answer, or personalized help on their most complex issues — and you get the ana…",,full_time,2024-11-11,https://www.adzuna.fr/details/4934537225?utm_medium=api&utm_source=e74b959f
AI - Machine Learning Platform Engineer,"Motus, LLC","Paris, Ile-de-France","Motion is an American French tech B2B, B2B2C company, solutions include SaaS, Artificial Intelligence, Analytics, and Online Marketplace. We are looking for an AI-Machine Learning Platform Engineer. Our ideal candidate has experience with creating a working machine learning-powered platform from the ground up. The candidate will define the end-to-end vision of our machine learning strategy as it relates to testing and product development. You will contribute innovative ideas and ingenious imple…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934712433?se=0hgoyDGn7xGTu9I66KEk9w&utm_medium=api&utm_source=e74b959f&v=7A16E36A72A3D95EECD881D84CB7E73C3EEA9CD5
Fundamental AI Research Scientist - FAIR,Meta,"Paris, Ile-de-France","Summary: Meta is seeking a Research Scientist to join the Fundamental AI Research (FAIR) team, a research organization focused on advancing the state-of-the-art in AI. Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational linguistics, and applied mathematics, particularly including topics such as deep learning, reinforcement learning, representation learning, multimodality, multilingual langua…",,,2024-06-08,https://www.adzuna.fr/details/4728339752?utm_medium=api&utm_source=e74b959f
"Research Scientist Intern, Neuroscience / AI",Meta,"Paris, Ile-de-France","Summary: The mission of Meta FAIR's Brain and AI is to interface neuroscience and artificial intelligence, to both better understand how the brain functions in light of state-of-the-art AI models and to improve AI in light of neuroscientific principles. We explore, design, and build AI systems at scale to enable next-generation AI technologies.Our internships are twelve (12) to twenty-four (24) weeks long and we have various start dates throughout the year. Required Skills: Research Scientist I…",,,2024-10-15,https://www.adzuna.fr/details/4903058229?utm_medium=api&utm_source=e74b959f
Software Engineering Manager (Generative AI),Meta,"Paris, Ile-de-France","Summary: The Generative AI Org at Meta is seeking a strong technical leader to join our team and work on the next generation of Llama models. As a technical leader of our team, you will play a critical role in building state of the art LLMs. We have the opportunity to help people everywhere get stuff done better and faster. This year we open sourced Llama 2 and launched Meta AI. We will continue investing here to improve model quality and model capabilities. Required Skills: Software Engineerin…",,,2024-08-06,https://www.adzuna.fr/details/4813246649?utm_medium=api&utm_source=e74b959f
AI Business Data Analyst Intern,Qonto,"Paris, Ile-de-France","Our mission ? Making day-to-day banking easier for SMEs and freelancers thanks to an online business account that's combined with invoicing, bookkeeping and spend management tools. Thanks to its innovative product, highly reactive 24/7 customer support and clear pricing, Qonto has become the leader in its market. Our journey: Founded by Alexandre and Steve in July 2017, Qonto has rapidly gained trust, serving over 500,000 customers. Thanks to our wonderful team of 1,600 Qontoers, we also made i…",,,2024-11-01,https://www.adzuna.fr/details/4921597077?utm_medium=api&utm_source=e74b959f
Software Engineer - AI & Machine Learning,Dataiku Misc Postings,"Paris, Ile-de-France","At Dataiku, we're not just adapting to the AI revolution, we're leading it. Since our beginning in Paris in 2013, we've been pioneering the future of AI with a platform that makes data actionable and accessible. With over 1,000 teammates across 25 countries and backed by a renowned set of investors, we're the architects of Everyday AI, enabling data experts and domain experts to work together to build AI into their daily operations, from advanced analytics to Generative AI. Why Engineering at D…",,,2024-08-30,https://www.adzuna.fr/details/4844964007?utm_medium=api&utm_source=e74b959f
AI Project Owner M/F,Alstom,"Saint-Ouen, Saint-Denis","Req ID: 466594 We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 75 000 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact. …",,,2024-09-27,https://www.adzuna.fr/details/4878621388?utm_medium=api&utm_source=e74b959f
AI Security Advisor - F/H,Schneider Electric,"Grenoble, Isère","At Schneider Electric , we are committed to solving real-world problems to create a sustainable, digitized, new electric future. Artificial Intelligence has the potential to transform industries and help unlock efficiency and sustainability. Within our Global AI Hub we combine our long-standing manufacturing and domain expertise with cutting-edge innovation in AI, machine learning, and deep learning to empower smarter decision-making, agility, and decarbonization. Simultaneously, as the number …",permanent,full_time,2024-11-16,https://www.adzuna.fr/details/4941754526?utm_medium=api&utm_source=e74b959f
Data & AI Culture Executive Manager,Group Operations,"Paris, Ile-de-France","We bring together the expertise, cultural diversity and creativity of over 8,000 employees worldwide and we’re committed to equal opportunities in all aspects of employment (gender, LGBT, disabled persons, or people of different origins) and to promoting Diversity & Inclusion by creating a work environment where all employees are treated with dignity and respect, and where individual differences are valued. AXA is becoming a sustainable tech-led company and at AXA Group Operations we are one of…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801627317?utm_medium=api&utm_source=e74b959f
Senior Data Engineer - AI Solutions,Schneider Electric,"Grenoble, Isère","Schneider Electric ’s purpose is to empower all to make the most of our energy and resources, bridging progress and sustainability for all. At Schneider, we call this Life Is On . We are driving digital transformation by integrating the most advanced energy and automation technologies. We connect products, control platforms, software and services throughout the lifecycle of our customers' activities to the cloud for integrated management of residential housing, commercial buildings, data center…",,full_time,2024-07-30,https://www.adzuna.fr/details/4801678899?utm_medium=api&utm_source=e74b959f
Consultant / Architecte DATA & AI - MICROSOFT,Forum Emploi-Formation-Alternance: Talents Handicap,"Rhône, Auvergne-Rhône-Alpes","Description de l'entreprise Sopra Steria , acteur majeur de la Tech en Europe avec 55 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services numériques et d’édition de logiciels. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d’activité et…",permanent,,2024-10-11,https://www.adzuna.fr/details/4899106438?utm_medium=api&utm_source=e74b959f
Marseille - J'ai besoin la confiance,nounou-top,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","nounou à domicile / J'ai besoin la confiance / Bonjour, je m'appelle Zakir, j'aime beaucoup les enfants, j'aime m'occuper d'eux et jouer avec eux, et je suis heureux de bien faire mon travail.",,,2024-11-08,https://www.adzuna.fr/details/4931542680?utm_medium=api&utm_source=e74b959f
Responsible AI - Technology Architecture Manager,Accenture,"Paris, Ile-de-France","L’équipe mondiale Global Responsible AI d’Accenture travaille avec des organisations de premier plan pour s’assurer que l’IA est conçue, construite et déployée de manière à susciter la confiance et à respecter les lois, les réglementations et les normes éthiques.Nous opérons dans 40 secteurs et 120 pays, et nous sommes à l’avant-garde d’une transformation significative de la façon dont les entreprises opèrent et utilisent les données et l’IA. Notre mission est de veiller à ce que l’utilisation …",permanent,,2024-11-14,https://www.adzuna.fr/details/4938939016?utm_medium=api&utm_source=e74b959f
Stage : KERING AI Intern (stage),Kering,"1er Arrondissement, Paris","Groupe de Luxe mondial, Kering regroupe et fait grandir un ensemble de Maisons emblématiques dans la Mode, la Maroquinerie et la Joaillerie : Gucci, Saint Laurent, Bottega Veneta, Balenciaga, Alexander McQueen, Brioni, Boucheron, Pomellato, Dodo, Qeelin, Ginori 1735, ainsi que Kering Eyewear et Kering Beauté. En plaçant la création au cœur de sa stratégie, Kering permet à ses Maisons de repousser leurs limites en termes d’expression créative, tout en façonnant un Luxe durable et responsable. C’…",contract,,2024-10-08,https://www.adzuna.fr/details/4894479916?utm_medium=api&utm_source=e74b959f
Le Plessis-Robinson - Recherche assmat pour contrat en AI,nounou-top,"Le Plessis-Robinson, Antony","assistante maternelle / Recherche assmat pour contrat en AI / Bonjour Nous recherchons une assmat agréée pour notre fils Isaïah, né le 05/06/24. Début de contrat à compter du 16/12 pour prévoir l’adaptation (reprise boulot prévue le 07/01) selon un planning horaire à convenir entre 7h30/8h le matin et 16h/18h le soir (horaires fixes, 45h par semaine en moyenne). Zones de recherche: Plessis-Robinson / Clamart proche P-R/ Chatenay-Malabry proche P-R. N’hésitez pas à me contacter pour échanger et …",,,2024-11-19,https://www.adzuna.fr/details/4944436635?utm_medium=api&utm_source=e74b959f
AI Response Evaluator - French (France),Welocalize,France,"OVERVIEW Are you tech-savvy? Have a passion for quality? We are looking for AI Response Evaluators to work on projects aimed at advancing AI technologies. Join us for a unique chance to kickstart your career in the AI field This project is an excellent starting point for entry-level candidates. We offer comprehensive learning support, making it a great opportunity to gain experience in data annotation and data rating within the AI field—an industry currently in high demand for skilled specialis…",contract,,2024-09-15,https://www.adzuna.fr/details/4864655645?utm_medium=api&utm_source=e74b959f
AI - Machine Learning Platform Engineer,"Motus, LLC","Paris, Ile-de-France","Motion is an American French tech B2B, B2B2C company, solutions include SaaS, Artificial Intelligence, Analytics, and Online Marketplace. We are looking for an AI-Machine Learning Platform Engineer. Our ideal candidate has experience with creating a working machine learning-powered platform from the ground up. The candidate will define the end-to-end vision of our machine learning strategy as it relates to testing and product development. You will contribute innovative ideas and ingenious imple…",,,2024-11-11,https://www.adzuna.fr/details/4935087042?utm_medium=api&utm_source=e74b959f
Sales Lead - New Market (AI),Mozza,"1er Arrondissement, Paris","L’IA Générative représente une opportunité majeure pour réinventer la conception de nouveaux produits tech, et de nombreux pans de l’économie vont devoir se mettre à jour. Depuis 2 ans, Mozza se positionne comme une des agences françaises les plus ambitieuses sur le sujet, en investissant dans des pépites de l’IA via Mozza Angels (Anthropic, Twin, Alinea…) et en diffusant notre expertise via notre média Mozza Bytes connecté aux meilleurs experts français (OpenAI, Mistral, Google AI, Microsoft, …",,full_time,2024-07-30,https://www.adzuna.fr/details/4801678653?utm_medium=api&utm_source=e74b959f
AI Adoption Engineer F/H,04122 SG GDI,"Courbevoie, Nanterre","Vous rejoindrez l’équipe « Business Analytics», intégrée à l’équipe « AI & Data Analytics », au sein du département «Data & Analytics». Ce département est en charge des activités suivantes : Data Collect & Structure, Analytics & BI, Platform & Production, Engagement Data Services. L’enjeu principal de notre équipe est d’aider les Business Units à adopter les algorithmes d’intelligence artificielle, d’estimer les impacts terrain de ces algorithmes et de construire des solutions Analytics pouvant…",,full_time,2024-01-25,https://www.adzuna.fr/details/4544712350?utm_medium=api&utm_source=e74b959f
Business Data & AI Manager Senior,Jakala,"9ème Arrondissement, Paris","En tant que Business Data & AI Manager , tu es au cœur de la transformation Data de nos clients. Tu es chargé de piloter et de développer des projets stratégiques liés à la Data, de fédérer les équipes et de contribuer au développement commercial de l’entreprise. A cet effet, tes missions sont les suivantes : Gestion et Delivery de projet Piloter des projets complexes de transformation digitale, de la conception à la mise en œuvre, en garantissant la satisfaction des clients. Leader la producti…",,full_time,2024-11-14,https://www.adzuna.fr/details/4938861690?utm_medium=api&utm_source=e74b959f
Data Scientist AI (F/M),Younited,"Paris, Ile-de-France","At Younited, we believe money allows people to purchase goods & services and realize their dreams, but today’s banking products are opaque & overly complex. Here, we leverage innovation & cutting-edge technology to redefine lending and payment practices, to provide exceptional user experience More than a million customers already had access to our instant, simple & transparent credit, and we are just getting started. We both provide credit & payment solutions directly to consumers (Younited Cre…",,full_time,2024-10-20,https://www.adzuna.fr/details/4908100617?utm_medium=api&utm_source=e74b959f
No Code & AI Product Developer,On train,"9ème Arrondissement, Paris","Contexte : Rattaché(e) directement à l’équipe produit et au CPO, tu joueras un rôle clé dans la conception et le développement de notre plateforme. En tant que Product Developer, ton rôle principal sera de développer les fonctionnalités sur la plateforme à l’aide de notre stack d’outils No Code (Bubble et Zapier notamment). En complément du développement de la plateforme, tu participeras également à la définition de la stratégie et de la roadmap produit (priorisation des sujets, intégration de …",,full_time,2024-10-10,https://www.adzuna.fr/details/4897406735?utm_medium=api&utm_source=e74b959f
AI Evangelist H/F - CDI,Smile Group,"Asnières-sur-Seine, Nanterre","SMILE est le leader du ""sourire"" au travail, mais aussi de l'intégration de solutions Open-Source. Enthousiastes, agiles et performants, notre vocation est de libérer le potentiel d'innovation des entreprises, à travers l'Open-Source  Nos Smiliens experts accompagnent les entreprises dans des domaines aussi variés que le Digital, les Business Apps, l'Embarqué & l'IoT et l'Infrastructure : 1900 collaborateurs présents dans 9 pays , avec 19 agences réparties en France et à l'international. Nos ma…",,,2024-10-17,https://www.adzuna.fr/details/4905682946?utm_medium=api&utm_source=e74b959f
Job in Germany: Junior IT Consultant for AI in the AI Innovations department,2innovate IT Consulting GmbH,France,"Junior IT Consultant for AI in the ""AI Innovations"" department Office location Vienna, field of application nationwide in Austria Way of working: Full-time or part-time - hybrid (home office by arrangement) General information Artificial intelligence (AI) has long since become an indispensable part of the modern working world in Europe. It is revolutionizing industries, increasing efficiency and enabling companies to develop innovative solutions that were previously unthinkable. In this dynamic…",,,2024-10-18,https://www.adzuna.fr/details/4905796963?utm_medium=api&utm_source=e74b959f
"Baby-sitter - Bonjour, j ai enfant 7ans j ai besoin quelqu'un responsable",Yoopies,"Bagneux, Antony","Bonjour j'ai mon fils 7ans j'ai besoin quelqu'un pour le récupérer après l école pour l aider à prendre son goûter le faire doucher et pour travailler avec lui ,jusqu'à mon retour 20h,merci, mais une personne bien éduquer,de confiance et très responsable merci.",,,2024-09-07,https://www.adzuna.fr/details/4856482360?utm_medium=api&utm_source=e74b959f
Senior Data Scientist - Conversational AI(German Speaking) (x/f/m) - AI Teams,Doctolib,"Paris, Ile-de-France","What you'll do At Doctolib, we're on a mission to transform the way healthcare is delivered by leveraging the power of AI. You can play a key role in developing and implementing cutting-edge AI models that power our AI phone assistant for medical practices. The phone assistant allows patients to make, reschedule, or cancel appointments via phone without long hold times, providing more flexibility and around-the-clock access to healthcare services. It addresses a significant challenge in the hea…",,,2024-10-24,https://www.adzuna.fr/details/4912403310?utm_medium=api&utm_source=e74b959f
Freelance Applied Linguistics Expert - AI Tutor,Mindrift,France,"About the Company Welcome to Mindrift — a space where innovation meets opportunity. We’re a pioneering platform dedicated to advancing the field of artificial intelligence through collaborative online projects. We focus on creating data for Generative AI, offering a unique chance for freelancers to contribute to AI development from anywhere, at any time - without the need to be developers. At Mindrift , we believe in the power of collective intelligence to ethically shape the future of AI. Our …",,part_time,2024-11-15,https://www.adzuna.fr/details/4939493921?utm_medium=api&utm_source=e74b959f
Freelance Computational Linguistics Expert - AI Tutor,Mindrift,France,"About the Company Welcome to Mindrift — a space where innovation meets opportunity. We’re a pioneering platform dedicated to advancing the field of artificial intelligence through collaborative online projects. We focus on creating data for Generative AI, offering a unique chance for freelancers to contribute to AI development from anywhere, at any time - without the need to be developers. At Mindrift , we believe in the power of collective intelligence to ethically shape the future of AI. Our …",,part_time,2024-11-15,https://www.adzuna.fr/details/4939493919?utm_medium=api&utm_source=e74b959f
AI&Business Analyst / Consultant (Remote Internship),SCALEUP,"Lyon, Rhône","ABOUT ROLE As an AI & Business Analyst / Consultant Intern you work daily on data analytics / strategy consulting tasks and projects related to mining and researching data, later on data optimization, cleaning, and finally on the interpretation and data visualization for clients and internal company needs. Your mission: AI first approach - we use AI in all possible cases that is available Conduct insightful, ad hoc analyses and informative, actionable global markets research and reporting that …",,,2024-10-07,https://www.adzuna.fr/details/4892193128?utm_medium=api&utm_source=e74b959f
AI&Business Analyst / Consultant (Remote Internship),SCALEUP,"Reims, Marne","ABOUT ROLE As an AI & Business Analyst / Consultant Intern you work daily on data analytics / strategy consulting tasks and projects related to mining and researching data, later on data optimization, cleaning, and finally on the interpretation and data visualization for clients and internal company needs. Your mission: AI first approach - we use AI in all possible cases that is available Conduct insightful, ad hoc analyses and informative, actionable global markets research and reporting that …",,,2024-10-07,https://www.adzuna.fr/details/4892193125?utm_medium=api&utm_source=e74b959f
AI&Business Analyst / Consultant (Remote Internship),SCALEUP,"Nantes, Loire-Atlantique","ABOUT ROLE As an AI & Business Analyst / Consultant Intern you work daily on data analytics / strategy consulting tasks and projects related to mining and researching data, later on data optimization, cleaning, and finally on the interpretation and data visualization for clients and internal company needs. Your mission: AI first approach - we use AI in all possible cases that is available Conduct insightful, ad hoc analyses and informative, actionable global markets research and reporting that …",,,2024-10-07,https://www.adzuna.fr/details/4892193127?utm_medium=api&utm_source=e74b959f
AI&Business Analyst / Consultant (Remote Internship),SCALEUP,"Nice, Alpes-Maritimes","ABOUT ROLE As an AI & Business Analyst / Consultant Intern you work daily on data analytics / strategy consulting tasks and projects related to mining and researching data, later on data optimization, cleaning, and finally on the interpretation and data visualization for clients and internal company needs. Your mission: AI first approach - we use AI in all possible cases that is available Conduct insightful, ad hoc analyses and informative, actionable global markets research and reporting that …",,,2024-10-07,https://www.adzuna.fr/details/4892193126?utm_medium=api&utm_source=e74b959f
AI&Business Analyst / Consultant (Remote Internship),SCALEUP,"Grenoble, Isère","ABOUT ROLE As an AI & Business Analyst / Consultant Intern you work daily on data analytics / strategy consulting tasks and projects related to mining and researching data, later on data optimization, cleaning, and finally on the interpretation and data visualization for clients and internal company needs. Your mission: AI first approach - we use AI in all possible cases that is available Conduct insightful, ad hoc analyses and informative, actionable global markets research and reporting that …",,,2024-10-07,https://www.adzuna.fr/details/4892193121?utm_medium=api&utm_source=e74b959f
IA Product Manager,"Arrow Electronics, Inc.","La Défense, Courbevoie","Position: IA Product Manager Job Description: You want to join a motivated and talented team with a devops culture inside a huge company but still with a start-up spirit, focused on the global digital transformation? This job is for you Inside our Cloud & AI division, the Product team focus on successfully managing the different evolutions of our platforms and more generally driving the adoption of techological changes to the cloud distribution. The Product Manager must define and ensure alignm…",,,2024-11-07,https://www.adzuna.fr/land/ad/4929310765?se=ost2yTGn7xGSYgPb8KcsRg&utm_medium=api&utm_source=e74b959f&v=6324F6E14052C51C127635280363A6C49160D4AA
Responsable Marketing/Communication - Achille AI - Stage,Achille.ai,"Paris, Ile-de-France","Vous avez dit Achille AI ? Chez Achille AI , nous combinons deux passions : la passion du service client et celle pour l’Intelligence Artificielle. Et nous mettons la seconde au service de la première. La mission d’Achille AI est claire : c’est d’imaginer un monde où chaque interaction client se transforme en une expérience extraordinaire. L’ambition d’Achille AI est limpide : disrupter le monde du service client. Soutenue par des fondateurs expérimentés qui ont déjà lancé et vendu plusieurs st…",,,2024-11-11,https://www.adzuna.fr/land/ad/4934700354?se=ost2yTGn7xGSYgPb8KcsRg&utm_medium=api&utm_source=e74b959f&v=B23C655E71C7D61DDC0EA7CFA6D323FFA5FD4CE5
